Time (s),W,X,Y,Z
0.660731792,-0.718437,0.1362509,-0.6672607,0.129132
0.665786743,-0.7187394,0.1351988,-0.6673011,0.1283425
0.670841694,-0.719044,0.1341514,-0.6673303,0.1275813
0.673368931,-0.7192011,0.1336348,-0.6673354,0.1272116
0.678423405,-0.7195138,0.1326202,-0.6673294,0.1265342
0.683478832,-0.7198253,0.1316328,-0.6673075,0.1259079
0.688533306,-0.7201372,0.1306717,-0.6672662,0.1253429
0.693588257,-0.7204355,0.1297541,-0.6672195,0.1248301
0.698643207,-0.7207128,0.1288727,-0.6671704,0.1244031
0.703698158,-0.7209604,0.1280382,-0.6671323,0.1240349
0.708752632,-0.7211764,0.1272605,-0.6671067,0.1237163
0.713807106,-0.7213655,0.1265363,-0.667086,0.1234676
0.718862534,-0.7215295,0.1258667,-0.6670693,0.1232841
0.723917007,-0.7216838,0.1252452,-0.6670414,0.1231655
0.728971958,-0.7218233,0.1246539,-0.6670139,0.123096
0.734026432,-0.7219635,0.1240774,-0.6669804,0.1230381
0.739081860,-0.7221055,0.1234766,-0.6669531,0.1229566
0.744138241,-0.722261,0.1228708,-0.6669167,0.1228479
0.749190807,-0.722429,0.1222528,-0.6668776,0.122689
0.754246235,-0.7226084,0.121611,-0.6668413,0.1224668
0.759300709,-0.7228017,0.1209619,-0.6668118,0.12213
0.764355659,-0.7230048,0.1202968,-0.6667863,0.1217238
0.769410133,-0.7232347,0.1196248,-0.6667413,0.1212652
0.774465561,-0.7234765,0.118953,-0.6666852,0.1207917
0.779520035,-0.7237446,0.1183007,-0.6665966,0.1203142
0.784574509,-0.7240157,0.1176643,-0.6664993,0.1198446
0.789629459,-0.7242846,0.117026,-0.6664125,0.1193265
0.794684887,-0.7245449,0.1163857,-0.6663277,0.1188458
0.799739361,-0.7247919,0.1157373,-0.6662631,0.1183339
0.804793835,-0.7250358,0.1150829,-0.6661937,0.1178675
0.809849262,-0.7252723,0.1144194,-0.6661263,0.1174377
0.814903736,-0.725512,0.1137562,-0.666047,0.1170516
0.819958687,-0.7257431,0.11309,-0.6659693,0.116706
0.825013161,-0.7259763,0.1124207,-0.665882,0.1163996
0.830068588,-0.7262094,0.1117607,-0.6657839,0.1161419
0.835123062,-0.7264472,0.1110882,-0.6656797,0.1158976
0.840177536,-0.7266886,0.1104258,-0.665565,0.1156763
0.845232487,-0.7269283,0.1097644,-0.6654463,0.1154815
0.850287437,-0.7271783,0.1091051,-0.6653197,0.115261
0.855342388,-0.7274327,0.1084689,-0.6651865,0.1150257
0.860396862,-0.7276905,0.1078513,-0.6650493,0.1147688
0.865452290,-0.727943,0.107259,-0.6649152,0.1144991
0.870506763,-0.7281882,0.1066633,-0.6647885,0.1142324
0.875561237,-0.7284079,0.1060558,-0.6646904,0.1139672
0.880616188,-0.7285903,0.1054213,-0.6646405,0.1136797
0.885671139,-0.7287319,0.1047456,-0.6646494,0.1133455
0.890726089,-0.7288244,0.1040569,-0.6647205,0.1129668
0.895780563,-0.7288783,0.1033824,-0.6648297,0.1125951
0.900835991,-0.7288918,0.1027386,-0.6649783,0.1122193
0.903363228,-0.7288909,0.1024424,-0.665051,0.1120649
0.908417702,-0.7288728,0.1019061,-0.6651992,0.1117921
0.913472652,-0.7288458,0.1014443,-0.6653336,0.111587
0.918527126,-0.7288116,0.1010316,-0.6654612,0.1114247
0.923582554,-0.7287862,0.1006291,-0.6655796,0.1112473
0.928637028,-0.7287707,0.1002313,-0.6656909,0.1110412
0.933691502,-0.7287689,0.09982952,-0.6657904,0.1108186
0.938746929,-0.728783,0.09944651,-0.6658722,0.1105791
0.943801403,-0.7288094,0.0990658,-0.6659381,0.1103485
0.948856354,-0.7288415,0.09868786,-0.6659921,0.110149
0.953910828,-0.7288769,0.09831811,-0.6660473,0.1099112
0.958966255,-0.7289155,0.09794894,-0.6661002,0.109665
0.964020729,-0.7289492,0.09757688,-0.6661548,0.1094407
0.969075680,-0.7289814,0.09721538,-0.6662056,0.1092378
0.974130154,-0.7290124,0.09687582,-0.6662503,0.1090603
0.979185581,-0.7290437,0.09657103,-0.6662859,0.1089043
0.984240055,-0.7290707,0.09628089,-0.6663232,0.1087522
0.989294529,-0.7291005,0.09602387,-0.6663443,0.1086503
0.994349957,-0.7291363,0.09577417,-0.6663485,0.1086048
0.999404430,-0.7291752,0.09554061,-0.6663383,0.1086123
1.004459381,-0.7292219,0.09531649,-0.666308,0.1086812
1.009513855,-0.7292829,0.09508828,-0.6662555,0.1087935
1.014569283,-0.7293532,0.09485371,-0.6661933,0.1089066
1.019623756,-0.7294194,0.09460863,-0.6661387,0.1090121
1.024678230,-0.7294818,0.09434494,-0.6660969,0.1090787
1.029733658,-0.7295417,0.09406094,-0.666063,0.1091291
1.034788132,-0.7296037,0.09376863,-0.6660303,0.1091667
1.039843082,-0.729674,0.09347817,-0.6659888,0.1091983
1.044897556,-0.7297458,0.09320437,-0.6659408,0.1092449
1.049952984,-0.7298254,0.09294629,-0.6658794,0.1093072
1.055007458,-0.7299076,0.09271814,-0.6658024,0.1094214
1.060061932,-0.7299932,0.09252881,-0.6657062,0.109596
1.065116882,-0.7300719,0.09237508,-0.6656042,0.109821
1.070172310,-0.7301512,0.09225402,-0.6654916,0.110078
1.075226784,-0.7302232,0.09214981,-0.6653834,0.1103411
1.080281258,-0.7302769,0.09205153,-0.6652966,0.110591
1.085336685,-0.7303098,0.09195323,-0.6652393,0.1108002
1.090391159,-0.730316,0.09186231,-0.6652162,0.1109724
1.095446110,-0.7302856,0.09178165,-0.6652321,0.1111434
1.100500584,-0.7302395,0.0917289,-0.66526,0.1113235
1.105556011,-0.7301649,0.09171246,-0.6653163,0.1114897
1.110610485,-0.7300761,0.09174413,-0.6653781,0.1116758
1.115664959,-0.7299781,0.09182999,-0.6654395,0.1118809
1.120721817,-0.729888,0.09196191,-0.6654856,0.1120854
1.125774860,-0.7298139,0.0921308,-0.6655065,0.1123046
1.130829811,-0.7297674,0.09230893,-0.6654947,0.1125307
1.133357048,-0.7297541,0.09240744,-0.6654805,0.1126189
1.138411522,-0.729743,0.09259857,-0.6654407,0.1127694
1.143466949,-0.7297525,0.09278388,-0.6653829,0.1128967
1.148521423,-0.7297646,0.09293968,-0.6653404,0.1129413
1.153576374,-0.7297865,0.09307768,-0.6652969,0.1129417
1.158631325,-0.7297912,0.0932011,-0.6652787,0.1129171
1.163686276,-0.7297853,0.09330034,-0.6652793,0.1128692
1.168740749,-0.7297617,0.09338646,-0.6653019,0.1128187
1.173795223,-0.7297145,0.09346159,-0.6653433,0.1128171
1.178850651,-0.7296574,0.09354238,-0.6653877,0.1128583
1.183905125,-0.7295824,0.0936332,-0.6654412,0.112951
1.188960075,-0.7295031,0.09374983,-0.6654851,0.113109
1.194014549,-0.7294266,0.09388809,-0.6655184,0.1132906
1.199069977,-0.7293538,0.09405009,-0.6655388,0.1135052
1.204124451,-0.7292879,0.09421369,-0.6655475,0.113741
1.209181786,-0.7292377,0.09436819,-0.665543,0.1139608
1.214234352,-0.729197,0.09449624,-0.6655342,0.1141677
1.219288826,-0.7291673,0.09458515,-0.6655185,0.1143744
1.224343777,-0.7291355,0.09463516,-0.6655179,0.1145388
1.229398251,-0.7291027,0.09466116,-0.6655221,0.1147016
1.234453678,-0.7290652,0.09466781,-0.6655397,0.1148319
1.239508152,-0.7290128,0.0946791,-0.6655706,0.1149771
1.244563103,-0.7289507,0.0947072,-0.6656087,0.1151268
1.249617577,-0.7288771,0.09475685,-0.6656515,0.1153051
1.254675388,-0.7288004,0.09482208,-0.6656873,0.1155285
1.259727478,-0.7287208,0.09491213,-0.6657187,0.115775
1.264781952,-0.7286435,0.09502667,-0.6657391,0.1160509
1.269837380,-0.7285651,0.09516416,-0.665758,0.116321
1.274891853,-0.7284839,0.09530497,-0.6657798,0.11659
1.279946804,-0.728411,0.09544151,-0.6657945,0.1168488
1.285001278,-0.7283424,0.0955698,-0.665814,0.1170609
1.290056706,-0.7282778,0.09568188,-0.665831,0.1172732
1.295111179,-0.7282034,0.09578377,-0.6658629,0.1174709
1.300165653,-0.7281356,0.09587798,-0.6658861,0.1176831
1.305220604,-0.7280613,0.09598731,-0.6659137,0.1178971
1.310275555,-0.7279783,0.0961126,-0.6659439,0.1181373
1.315330505,-0.7278922,0.09626868,-0.6659676,0.118406
1.320384979,-0.7278012,0.09646445,-0.665988,0.1186914
1.325440407,-0.7277099,0.0966974,-0.6659977,0.1190067
1.330496311,-0.7276178,0.09696459,-0.6660017,0.1193291
1.335549355,-0.7275262,0.09725449,-0.6659983,0.1196711
1.340604305,-0.727434,0.09755606,-0.6659891,0.120036
1.345659733,-0.7273428,0.09787568,-0.6659757,0.1204024
1.350714207,-0.7272531,0.09820244,-0.6659637,0.1207448
1.355768681,-0.7271662,0.0985325,-0.665949,0.1210802
1.360826969,-0.7270725,0.09886198,-0.6659485,0.121377
1.363351345,-0.7270231,0.09902384,-0.6659518,0.121522
1.368405819,-0.7269337,0.09934229,-0.665949,0.1218114
1.373460770,-0.7268377,0.09966585,-0.6659555,0.1220842
1.378515244,-0.7267477,0.1000006,-0.6659546,0.1223508
1.383570671,-0.7266552,0.1003316,-0.6659555,0.1226242
1.388625145,-0.7265651,0.1006596,-0.6659523,0.122907
1.393679619,-0.7264854,0.1009888,-0.6659394,0.1231773
1.398735046,-0.7264072,0.1013115,-0.6659245,0.1234531
1.403789997,-0.7263401,0.101615,-0.6659018,0.1237217
1.408844471,-0.7262734,0.1018999,-0.6658847,0.1239702
1.413898945,-0.7262149,0.1021649,-0.6658621,0.1242152
1.418954373,-0.726158,0.1024089,-0.6658422,0.124454
1.424008846,-0.7260892,0.1026281,-0.6658403,0.1246853
1.429063797,-0.726005,0.1028372,-0.6658602,0.1248961
1.434118271,-0.7259054,0.1030436,-0.6658978,0.1251047
1.439173699,-0.725794,0.1032541,-0.6659464,0.1253179
1.444228172,-0.7256783,0.1034767,-0.6659962,0.1255399
1.449282646,-0.7255588,0.1037066,-0.6660486,0.125763
1.454338074,-0.7254419,0.1039444,-0.6660994,0.1259722
1.459392548,-0.72534,0.1041829,-0.6661335,0.1261808
1.464447498,-0.7252452,0.1044226,-0.6661645,0.1263643
1.469501972,-0.7251581,0.1046549,-0.6661906,0.126534
1.474557400,-0.7250678,0.1048929,-0.666228,0.1266579
1.479611874,-0.7249874,0.1051328,-0.6662499,0.1268036
1.484666348,-0.7249099,0.105374,-0.66627,0.1269408
1.489721775,-0.7248389,0.1056231,-0.6662816,0.1270777
1.494776249,-0.7247629,0.1058726,-0.666299,0.1272124
1.499831200,-0.7246906,0.1061113,-0.6663165,0.1273337
1.504885674,-0.7246197,0.1063407,-0.6663317,0.1274661
1.509941101,-0.7245437,0.106558,-0.6663527,0.1276068
1.514995575,-0.7244783,0.1067562,-0.6663679,0.1277327
1.520050526,-0.7244164,0.1069518,-0.6663813,0.1278511
1.525105000,-0.7243503,0.1071513,-0.6663941,0.127991
1.530160427,-0.7242925,0.1073486,-0.6663997,0.1281244
1.535214901,-0.7242341,0.1075605,-0.6663984,0.1282827
1.540269375,-0.7241797,0.1077821,-0.6663948,0.1284232
1.545324803,-0.7241321,0.1079942,-0.666384,0.1285695
1.550382137,-0.7240815,0.1082079,-0.6663784,0.1287035
1.555434227,-0.7240269,0.1084102,-0.6663768,0.1288482
1.560488701,-0.7239692,0.1086103,-0.6663773,0.1290014
1.565547943,-0.7239054,0.1088031,-0.6663848,0.1291581
1.570598602,-0.7238423,0.1089845,-0.6663952,0.1293057
1.575653076,-0.723774,0.1091675,-0.6664143,0.1294349
1.580711841,-0.7237022,0.1093391,-0.6664404,0.1295568
1.585762978,-0.7236303,0.1095008,-0.6664665,0.1296874
1.590817928,-0.7235444,0.1096832,-0.6665041,0.1298188
1.593345165,-0.7235084,0.1097799,-0.6665147,0.1298842
1.598399639,-0.7234322,0.1099781,-0.6665372,0.1300244
1.603455067,-0.7233629,0.1101858,-0.6665485,0.1301773
1.608509540,-0.7232914,0.1104038,-0.6665594,0.1303341
1.613564491,-0.7232357,0.1106324,-0.6665503,0.1304955
1.618619442,-0.7231781,0.1108586,-0.6665491,0.130628
1.623674393,-0.7231211,0.1110721,-0.6665494,0.1307613
1.628728866,-0.7230725,0.1112855,-0.6665449,0.1308713
1.633783340,-0.7230313,0.1114829,-0.6665363,0.1309745
1.638838768,-0.7229918,0.1116674,-0.6665322,0.1310564
1.643893242,-0.7229481,0.1118378,-0.6665304,0.1311613
1.648948193,-0.7229065,0.1119983,-0.6665317,0.1312471
1.654004574,-0.7228673,0.1121527,-0.6665277,0.1313517
1.659058094,-0.7228355,0.1122952,-0.6665127,0.1314813
1.664112568,-0.722795,0.1124456,-0.666504,0.1316192
1.669167042,-0.7227517,0.1126017,-0.6664962,0.1317625
1.674222469,-0.7227136,0.1127588,-0.6664801,0.1319181
1.679277420,-0.722676,0.1129275,-0.6664584,0.1320892
1.684331894,-0.7226369,0.1130969,-0.6664397,0.132253
1.689386368,-0.7226053,0.1132665,-0.6664211,0.1323736
1.694441795,-0.7225845,0.1134285,-0.6664004,0.1324525
1.699496269,-0.72257,0.1135682,-0.6663886,0.1324725
1.704551220,-0.7225527,0.1136769,-0.6663937,0.1324467
1.709605694,-0.7225379,0.113756,-0.6664079,0.1323886
1.714661121,-0.7225165,0.1138035,-0.6664419,0.1322936
1.719715595,-0.7224897,0.1138326,-0.6664906,0.1321688
1.724770069,-0.7224448,0.1138641,-0.6665562,0.1320569
1.729825497,-0.7223933,0.1139058,-0.6666222,0.1319701
1.734879970,-0.7223352,0.1139646,-0.6666887,0.1319005
1.739934921,-0.7222612,0.1140565,-0.6667501,0.1319154
1.744989395,-0.7221988,0.1141678,-0.6667842,0.1319885
1.750044823,-0.7221466,0.1142878,-0.6668001,0.1320907
1.755099297,-0.7220987,0.1144204,-0.6667979,0.1322491
1.760154724,-0.7220626,0.114557,-0.666778,0.1324269
1.765209198,-0.7220397,0.1146941,-0.6667399,0.1326253
1.770263672,-0.7220225,0.1148272,-0.6666968,0.1328202
1.775318623,-0.7220104,0.1149483,-0.6666505,0.1330131
1.780373096,-0.7220017,0.1150642,-0.6666009,0.1332085
1.785428524,-0.7219933,0.1151877,-0.6665511,0.1333972
1.790482998,-0.7219772,0.1153097,-0.6665136,0.133566
1.795537949,-0.7219404,0.1154354,-0.6664992,0.1337283
1.800592422,-0.7218905,0.1155702,-0.6665,0.1338767
1.805647850,-0.7218283,0.1157116,-0.666515,0.1340154
1.810702324,-0.7217524,0.1158576,-0.6665514,0.1341172
1.815756798,-0.721673,0.1160181,-0.6665883,0.1342224
1.820812225,-0.7215857,0.1161946,-0.6666337,0.1343137
1.823339462,-0.7215462,0.1162893,-0.6666542,0.134342
1.828393936,-0.7214751,0.1164793,-0.66668,0.1344316
1.833448887,-0.721415,0.1166806,-0.6666937,0.1345107
1.838504314,-0.7213645,0.1168864,-0.6667004,0.1345697
1.843558788,-0.7213299,0.1170784,-0.6666874,0.1346522
1.848613262,-0.7213126,0.1172586,-0.6666586,0.1347311
1.853668213,-0.7213194,0.1174261,-0.6666059,0.1348095
1.858723164,-0.7213434,0.1175901,-0.6665305,0.1349116
1.863778114,-0.7213737,0.117756,-0.6664469,0.1350179
1.868832588,-0.721404,0.1179293,-0.6663542,0.1351621
1.873887062,-0.7214309,0.1180975,-0.6662631,0.1353203
1.878942490,-0.7214507,0.1182483,-0.6661829,0.1354776
1.883996963,-0.7214553,0.1183882,-0.6661234,0.1356241
1.889051914,-0.7214397,0.1185158,-0.6660928,0.1357454
1.894106865,-0.721407,0.1186319,-0.6660848,0.1358571
1.899161816,-0.7213607,0.1187274,-0.6660966,0.1359612
1.904216289,-0.7213057,0.1188128,-0.6661229,0.13605
1.909270763,-0.7212499,0.118903,-0.6661559,0.1361052
1.914326191,-0.7211901,0.1189923,-0.6661928,0.1361633
1.919380665,-0.721133,0.1190877,-0.6662247,0.1362267
1.924435616,-0.7210889,0.1191906,-0.666247,0.136261
1.929490089,-0.7210572,0.119307,-0.6662492,0.1363162
1.934545517,-0.7210305,0.1194189,-0.6662508,0.1363518
1.939599991,-0.7210094,0.1195454,-0.6662453,0.1363794
1.944654465,-0.7209944,0.1196729,-0.6662332,0.1364048
1.949709892,-0.7209864,0.1198004,-0.6662154,0.1364232
1.954764843,-0.7209663,0.1199247,-0.6662104,0.136445
1.959819317,-0.7209521,0.1200593,-0.6661981,0.1364606
1.964873791,-0.7209405,0.1201847,-0.6661805,0.1364979
1.969929695,-0.7209317,0.1203164,-0.666156,0.1365477
1.974983692,-0.7209271,0.1204334,-0.6661226,0.1366321
1.980038643,-0.7209303,0.120551,-0.6660804,0.1367168
1.985093594,-0.7209496,0.1206652,-0.6660118,0.136849
1.990148544,-0.7209755,0.120778,-0.6659382,0.1369706
1.995203018,-0.7210169,0.1208884,-0.665845,0.1371087
2.000257492,-0.7210636,0.1209806,-0.6657469,0.1372582
2.005312920,-0.7211192,0.1210561,-0.6656497,0.13737
2.010367393,-0.7211788,0.1211079,-0.6655541,0.1374753
2.015422344,-0.7212294,0.1211627,-0.6654686,0.1375747
2.020476818,-0.7212726,0.1211885,-0.6654066,0.1376256
2.025532246,-0.7212893,0.1212066,-0.6653866,0.1376192
2.030586720,-0.7212921,0.1212181,-0.6653955,0.1375516
2.035641193,-0.7212844,0.1212253,-0.6654142,0.1374948
2.040696621,-0.7212628,0.1212332,-0.6654513,0.1374216
2.045751572,-0.7212347,0.1212606,-0.6654911,0.1373519
2.050806046,-0.721192,0.1213125,-0.6655385,0.1373008
2.053333282,-0.7211689,0.1213449,-0.6655613,0.1372823
2.058388710,-0.7211211,0.1214245,-0.6656051,0.1372508
2.063443184,-0.7210773,0.1214945,-0.6656404,0.1372487
2.068497658,-0.7210487,0.1215744,-0.6656564,0.1372507
2.073552609,-0.7210287,0.1216493,-0.6656576,0.1372835
2.078607559,-0.7210284,0.1217205,-0.6656396,0.1373088
2.083662510,-0.7210436,0.1217926,-0.6656002,0.1373565
2.088721275,-0.7210756,0.1218593,-0.6655403,0.1374191
2.093771458,-0.7211184,0.1219273,-0.665464,0.1375032
2.098826885,-0.7211663,0.1219971,-0.6653827,0.1375843
2.103881836,-0.7212147,0.1220739,-0.6652991,0.1376666
2.108936310,-0.7212581,0.1221543,-0.6652184,0.1377574
2.113991737,-0.7212948,0.1222315,-0.6651498,0.1378283
2.119046211,-0.7213285,0.1223083,-0.6650791,0.1379252
2.124100685,-0.7213594,0.1223904,-0.6650077,0.1380344
2.129155636,-0.7213874,0.1224701,-0.6649441,0.1381243
2.134212017,-0.7214096,0.1225357,-0.664892,0.1382011
2.139265537,-0.7214313,0.1225676,-0.6648499,0.1382614
2.144320011,-0.721445,0.122584,-0.6648251,0.1382949
2.149375439,-0.7214598,0.1225796,-0.6648088,0.1383002
2.154429913,-0.7214695,0.1225541,-0.6648038,0.1382958
2.159484386,-0.7214781,0.1225238,-0.6647977,0.1383077
2.164539337,-0.7214886,0.1224937,-0.6647894,0.1383192
2.169594288,-0.7214949,0.1224814,-0.6647826,0.1383301
2.174649239,-0.7215076,0.1224699,-0.664762,0.1383729
2.179703713,-0.7215222,0.1224821,-0.6647369,0.1384063
2.184758186,-0.7215481,0.1224993,-0.664701,0.1384287
2.189813614,-0.7215886,0.1225171,-0.6646473,0.1384594
2.194868088,-0.7216311,0.1225435,-0.6645936,0.1384727
2.199923039,-0.7216814,0.1225622,-0.6645286,0.1385053
2.204978466,-0.7217385,0.1225685,-0.6644596,0.1385333
