Time (s),Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (uT),Magnetometer Y (uT),Magnetometer Z (uT),Barometer (hPa)
0.401896954,0.7439449,0.6273541,1.323023,-1.03664,-0.1134557,-0.07009937,54.89252,4.97527,-8.624489,1002.201
0.406951904,0.9891351,0.5667572,1.200553,-1.038018,-0.1164999,-0.06346116,54.89252,4.97527,-8.624489,1002.201
0.412007809,1.173028,0.6273541,1.016848,-1.038588,-0.107311,-0.06034973,54.89252,4.97527,-8.624489,1002.201
0.417063236,1.479516,0.8697416,1.139318,-1.037564,-0.112142,-0.06143969,54.89252,4.97527,-8.624489,1002.201
0.422122479,1.847301,0.8697416,1.139318,-1.033707,-0.1105538,-0.06526582,54.89252,4.97527,-8.624489,1002.201
0.427174091,2.276384,0.7485478,1.078083,-1.037137,-0.1058318,-0.05984709,54.89252,4.97527,-8.624489,1002.201
0.432229042,2.64417,0.8697416,1.016848,-1.032702,-0.1101129,-0.06095532,54.89252,4.97527,-8.624489,1002.201
0.437284470,2.460277,0.8091447,1.078083,-1.036689,-0.1019391,-0.05927365,54.89252,4.97527,-8.624489,1002.2
0.442339897,2.828062,0.8091447,1.078083,-1.036649,-0.1058227,-0.05985148,53.77586,4.94539,-9.064756,1002.2
0.444867134,2.88936,0.7485478,1.078083,-1.035296,-0.0970203,-0.06107682,53.77586,4.94539,-9.064756,1002.2
0.449922562,2.950657,0.6273541,1.078083,-1.035249,-0.1047239,-0.06653933,53.77586,4.94539,-9.064756,1002.2
0.454977512,2.766765,0.7485478,0.9556131,-1.036354,-0.09307718,-0.06575414,53.77586,4.94539,-9.064756,1002.2
0.460032940,2.705467,0.203176,1.200553,-1.036295,-0.09794757,-0.06539973,53.77586,4.94539,-9.064756,1002.2
0.465088368,2.337682,-0.1604053,1.384258,-1.028918,-0.09886867,-0.05974783,53.77586,4.94539,-9.064756,1002.2
0.470143795,2.521574,-0.3421959,1.506728,-1.031865,-0.09460272,-0.05578152,53.77586,4.94539,-9.064756,1002.2
0.475198746,3.011955,-0.4027928,1.567963,-1.038167,-0.09718078,-0.05387246,53.77586,4.94539,-9.064756,1002.2
0.480254173,3.073252,-0.5845835,1.384258,-1.041527,-0.1011563,-0.05250547,53.77586,4.94539,-9.064756,1002.201
0.485309601,2.766765,-0.8875678,1.384258,-1.042893,-0.1075553,-0.04930391,53.77586,4.94539,-9.064756,1002.201
0.490364552,2.828062,-1.43294,1.261788,-1.040978,-0.1064968,-0.05264638,54.8752,5.715364,-8.625738,1002.201
0.495419979,2.64417,-1.43294,1.261788,-1.041358,-0.1081344,-0.04119432,54.8752,5.715364,-8.625738,1002.201
