Time (s),W,X,Y,Z
0.480254173,-0.05686935,-0.7259513,-0.01363277,0.6827901
0.485309601,-0.05689548,-0.7259107,-0.01352193,0.6828334
0.490364552,-0.05689933,-0.7258506,-0.01345789,0.6828982
0.495419979,-0.05688712,-0.7257845,-0.01340916,0.6829704
0.500475407,-0.05686979,-0.7257134,-0.01335188,0.6830485
0.505530834,-0.05686207,-0.7256358,-0.01328298,0.683133
0.510585785,-0.05685547,-0.7255606,-0.0132076,0.6832148
0.515641212,-0.05686778,-0.7254778,-0.01311621,0.6833035
0.520696640,-0.05687537,-0.7253952,-0.01302796,0.6833922
0.525752067,-0.05692934,-0.7253014,-0.0129087,0.6834896
0.530807018,-0.05701469,-0.725209,-0.01276752,0.6835832
0.535862446,-0.05711558,-0.7251107,-0.01260287,0.683682
0.540917873,-0.05730594,-0.7250226,-0.01234087,0.6837643
0.545973778,-0.05754923,-0.7249323,-0.01203837,0.6838451
0.551029205,-0.05785532,-0.7248387,-0.01170684,0.6839243
0.556084156,-0.05819846,-0.7247293,-0.01134605,0.6840172
0.561139583,-0.0585718,-0.7246227,-0.01096732,0.6841043
0.566195011,-0.05896954,-0.7245231,-0.0105727,0.6841819
0.571250439,-0.05934392,-0.7244256,-0.0101928,0.6842585
0.576305389,-0.05971805,-0.7243395,-0.009806932,0.6843228
0.581360817,-0.06007586,-0.7242555,-0.009421572,0.6843857
0.586416244,-0.06040316,-0.7241728,-0.009060957,0.6844493
0.591471195,-0.06070748,-0.7240949,-0.008722378,0.6845092
0.596526623,-0.06098361,-0.7240245,-0.00840298,0.684563
0.601582050,-0.06126265,-0.7239479,-0.008085987,0.6846229
0.606637478,-0.06149845,-0.7238621,-0.007785207,0.684696
0.611692428,-0.06172856,-0.7237719,-0.007488932,0.684774
0.616747856,-0.06195115,-0.7236736,-0.007186288,0.6848611
0.621803284,-0.06218563,-0.7235773,-0.006868996,0.6849448
0.626858711,-0.06244299,-0.7234809,-0.006542493,0.6850264
0.631913662,-0.06272382,-0.7233746,-0.006204811,0.6851161
0.636969089,-0.0630168,-0.7232742,-0.005869964,0.6851981
0.642024517,-0.0633284,-0.7231708,-0.005526327,0.6852815
0.647079468,-0.06362541,-0.7230684,-0.005190815,0.6853647
0.652134895,-0.06392759,-0.7229596,-0.004854364,0.6854537
0.657190323,-0.0642257,-0.7228439,-0.004510089,0.6855503
0.662245750,-0.06451179,-0.7227284,-0.004170656,0.6856474
0.667300701,-0.06482372,-0.7226276,-0.003825724,0.6857262
0.672356129,-0.065167,-0.7225125,-0.003465726,0.6858168
0.677411556,-0.0655159,-0.7223938,-0.003104852,0.6859103
0.679939270,-0.06568635,-0.7223338,-0.002924164,0.685958
0.684994221,-0.06607985,-0.7222067,-0.002527575,0.6860558
0.690052509,-0.06649929,-0.7220591,-0.002104837,0.6861718
0.695105553,-0.06690187,-0.7219222,-0.001678896,0.686278
0.700160503,-0.06736904,-0.7217855,-0.001211734,0.686377
0.705216408,-0.06786682,-0.7216499,-0.0007378867,0.6864712
0.710271358,-0.06832032,-0.7215278,-0.000285756,0.686555
0.715326786,-0.06875739,-0.721419,0.0001639734,0.6866256
0.720381737,-0.06919045,-0.721323,0.0006226662,0.6866828
0.725437164,-0.06957643,-0.7212218,0.001058687,0.6867495
0.730492592,-0.06995039,-0.7211346,0.00150195,0.6868023
0.735547543,-0.0702987,-0.7210607,0.001915635,0.6868433
0.740602970,-0.07062002,-0.7209877,0.002327076,0.6868857
0.745658398,-0.07095839,-0.7209148,0.002742934,0.6869258
0.750713825,-0.07130611,-0.7208475,0.00317372,0.6869586
0.755768776,-0.07167778,-0.7207817,0.003612788,0.6869867
0.760824203,-0.07203804,-0.7207171,0.004038945,0.6870144
0.765879631,-0.07239778,-0.7206448,0.004461845,0.6870499
0.770935059,-0.07276947,-0.7205706,0.00489043,0.6870856
0.775990009,-0.07313059,-0.7204857,0.00531204,0.687133
0.781045437,-0.07348371,-0.7204004,0.00572107,0.6871815
0.786100864,-0.0738355,-0.7203193,0.006138671,0.6872252
0.791155815,-0.074169,-0.7202344,0.006538441,0.6872746
0.796211243,-0.0744769,-0.7201329,0.006915601,0.687344
0.801266670,-0.07475093,-0.7200279,0.007276577,0.6874206
0.806322098,-0.07501639,-0.7199259,0.007640658,0.6874945
0.811379433,-0.07526047,-0.719823,0.007998863,0.6875715
0.816432476,-0.07555065,-0.7197051,0.008385239,0.6876585
0.821487904,-0.07585427,-0.7195801,0.008767454,0.6877511
0.826543331,-0.07615837,-0.7194511,0.009139871,0.6878474
0.831598282,-0.0764396,-0.719329,0.00947708,0.6879395
0.836653709,-0.0766786,-0.7192031,0.009777852,0.6880403
0.841709137,-0.07691262,-0.7190655,0.01008096,0.6881537
0.846764088,-0.07716489,-0.7189264,0.01039628,0.6882659
0.851819515,-0.07745825,-0.7187824,0.01074194,0.6883781
0.856874943,-0.07777053,-0.7186528,0.01110649,0.6884724
0.861930370,-0.0780843,-0.7185093,0.01147268,0.6885808
0.866985321,-0.07843181,-0.7183743,0.0118583,0.6886755
0.872040749,-0.07877915,-0.7182362,0.01223936,0.6887732
0.877096176,-0.07909347,-0.7180887,0.0125963,0.6888845
0.882151604,-0.07945803,-0.7179467,0.01301648,0.6889827
0.887206554,-0.07980079,-0.7178019,0.01342476,0.6890861
0.892261982,-0.0801589,-0.7176548,0.01385414,0.6891894
0.897317409,-0.08054239,-0.7175013,0.01430081,0.6892953
0.902372360,-0.08093738,-0.7173597,0.01474175,0.6893871
0.907427788,-0.08129759,-0.7172272,0.01515569,0.6894736
0.909955978,-0.08148164,-0.7171614,0.01536198,0.6895157
0.915011406,-0.08178493,-0.7170279,0.01574828,0.68961
0.920066357,-0.08209151,-0.7169036,0.01614019,0.6896938
0.925121784,-0.08236903,-0.7167706,0.01651415,0.6897901
0.930177212,-0.08263353,-0.7166523,0.01687329,0.6898726
0.935232162,-0.08290901,-0.7165489,0.01723078,0.6899382
0.940287590,-0.08322052,-0.7164428,0.01760437,0.6900014
0.945343018,-0.08350294,-0.7163393,0.01796736,0.6900654
0.950398445,-0.08377111,-0.716229,0.01831861,0.6901381
0.955453396,-0.08401348,-0.716123,0.01865812,0.6902096
0.960508823,-0.08425721,-0.7160193,0.01899913,0.6902781
0.965564251,-0.08446797,-0.7159202,0.01932598,0.6903462
0.970619678,-0.08472542,-0.7158199,0.01967237,0.6904088
0.975674629,-0.08500494,-0.7157162,0.02002228,0.6904718
0.980730057,-0.08527304,-0.7156162,0.02037368,0.6905321
0.985785484,-0.08552169,-0.7155175,0.02071658,0.6905935
0.990840435,-0.08574732,-0.715416,0.0210322,0.6906611
0.995895863,-0.08592538,-0.715315,0.02130905,0.6907351
1.000951290,-0.08611859,-0.7152124,0.02158694,0.6908087
1.006006718,-0.0863018,-0.7151013,0.02185547,0.6908923
1.011061668,-0.08653276,-0.7149849,0.02214205,0.6909748
1.016117096,-0.08674457,-0.7148752,0.02240309,0.6910535
1.021172524,-0.08694588,-0.7147681,0.02265421,0.6911306
1.026227951,-0.0871221,-0.7146586,0.02289486,0.6912135
1.031282902,-0.08727735,-0.7145541,0.02312429,0.6912946
1.036338329,-0.08744641,-0.7144425,0.02337672,0.6913801
1.041393757,-0.08764414,-0.7143344,0.02364751,0.6914575
1.046451569,-0.08785379,-0.7142373,0.02392942,0.6915214
1.051504135,-0.08805872,-0.7141572,0.02420278,0.6915685
1.056559563,-0.08822274,-0.7140785,0.02445102,0.6916201
1.061614990,-0.08835613,-0.7140039,0.02467223,0.6916723
1.066669941,-0.08845472,-0.7139471,0.02487425,0.6917111
1.071725369,-0.08853754,-0.7139018,0.02506824,0.6917403
1.076784134,-0.08859554,-0.7138693,0.02524228,0.6917601
1.081836224,-0.08861789,-0.7138491,0.02538344,0.6917728
1.086891174,-0.08864824,-0.7138337,0.0255188,0.6917798
1.091947079,-0.08865204,-0.7138224,0.0256253,0.6917872
1.097002506,-0.08865264,-0.7138155,0.02571998,0.6917906
1.102057934,-0.08862695,-0.7138103,0.02578191,0.691797
1.107113361,-0.08865996,-0.7137982,0.0258528,0.6918026
1.112168312,-0.08872679,-0.7137894,0.02593596,0.6917999
1.117223740,-0.08883104,-0.7137734,0.02602863,0.6917996
1.122279167,-0.08895208,-0.7137442,0.02612877,0.6918104
1.127334595,-0.08900031,-0.7137282,0.02614055,0.6918204
1.132389545,-0.089047,-0.7137021,0.02614463,0.6918411
1.134916782,-0.08908189,-0.7136858,0.02614775,0.6918534
1.139972210,-0.08911519,-0.7136497,0.02613964,0.6918864
1.145027638,-0.08913893,-0.7136081,0.02612389,0.6919269
1.150083065,-0.08914585,-0.7135625,0.02610583,0.6919738
1.155138016,-0.08911228,-0.7135134,0.02607255,0.69203
1.160193443,-0.08904385,-0.7134687,0.02600963,0.6920872
1.165248871,-0.0889701,-0.7134321,0.02594344,0.6921369
1.170304298,-0.08888233,-0.7134017,0.0258721,0.6921823
1.175359249,-0.08878197,-0.713374,0.0258181,0.6922257
1.180414677,-0.0887061,-0.7133446,0.02578942,0.6922668
1.185470104,-0.08865272,-0.7133096,0.02578354,0.6923099
1.190525055,-0.08859874,-0.713278,0.02577694,0.6923497
1.195580483,-0.08854761,-0.713245,0.02576846,0.6923905
1.200635910,-0.08849874,-0.7132183,0.02576279,0.6924245
1.205691338,-0.08845656,-0.7131979,0.02575759,0.6924509
1.210746288,-0.08840473,-0.7131824,0.02574388,0.692474
1.215801716,-0.08830473,-0.7131706,0.02568733,0.6925011
1.220857143,-0.08820568,-0.7131644,0.02562995,0.6925222
1.225914955,-0.08803197,-0.7131667,0.02550307,0.6925467
1.230968475,-0.08784265,-0.7131782,0.02536566,0.6925641
1.236023426,-0.08763556,-0.7131991,0.02520737,0.6925744
1.241078854,-0.08740667,-0.7132308,0.02503243,0.692577
1.246134281,-0.08713734,-0.7132692,0.02483472,0.6925786
1.251189709,-0.08681931,-0.7133077,0.02460548,0.6925871
1.256244659,-0.08642764,-0.7133489,0.02433682,0.6926032
1.261300087,-0.08599132,-0.7134011,0.02403776,0.6926141
1.266355515,-0.08550554,-0.713469,0.02370827,0.6926157
1.271410942,-0.08496086,-0.7135409,0.02334297,0.6926211
1.276465893,-0.08433393,-0.7136148,0.02293572,0.6926352
1.281521320,-0.08373675,-0.7136882,0.0225319,0.6926452
1.286576748,-0.08313455,-0.713757,0.02210681,0.6926605
1.291631699,-0.08253348,-0.7138225,0.02167823,0.6926784
1.296687126,-0.08193871,-0.7138766,0.02123285,0.6927072
1.301742554,-0.081364,-0.7139291,0.02078949,0.6927342
1.306797981,-0.08082411,-0.7139809,0.02034729,0.6927572
1.311852932,-0.08030625,-0.714025,0.01991162,0.6927845
1.316908360,-0.0798236,-0.7140694,0.01947834,0.692807
1.321963787,-0.07931197,-0.7141138,0.01903301,0.6928324
1.327019215,-0.07880794,-0.7141525,0.01857547,0.6928622
1.332074165,-0.07834397,-0.7141886,0.01813492,0.6928895
1.337129593,-0.07787044,-0.7142237,0.01768198,0.6929182
1.342185021,-0.07742584,-0.7142574,0.01724046,0.6929446
1.347241402,-0.07708097,-0.7142908,0.01685214,0.6929581
1.352295399,-0.07680643,-0.7143059,0.0165031,0.6929813
1.357350826,-0.07659511,-0.7143297,0.01619656,0.6929874
1.362406254,-0.07645977,-0.7143529,0.01594391,0.6929843
1.364933968,-0.07642381,-0.7143654,0.0158316,0.692978
1.369989395,-0.07635558,-0.714388,0.01561942,0.692967
1.375044823,-0.07629822,-0.714397,0.01542863,0.6929683
1.380099773,-0.07627105,-0.7144091,0.01526302,0.6929626
1.385155201,-0.07620153,-0.7144285,0.01509329,0.692954
1.390210629,-0.07608265,-0.7144557,0.01491152,0.6929429
1.395266056,-0.07589398,-0.7144834,0.01470663,0.6929394
1.400321007,-0.07565444,-0.714509,0.01448881,0.6929439
1.405376434,-0.07531587,-0.7145345,0.01422879,0.6929597
1.410431862,-0.07487012,-0.7145531,0.01392071,0.6929951
1.415486813,-0.07432377,-0.7145699,0.0135711,0.6930435
1.420542240,-0.07373976,-0.7145898,0.01323345,0.693092
1.425597668,-0.07315424,-0.7146137,0.0129192,0.6931353
1.430653095,-0.07255934,-0.7146294,0.01260069,0.6931875
1.435708046,-0.07191743,-0.7146318,0.01225329,0.6932582
1.440763474,-0.07120304,-0.7146116,0.01185732,0.6933597
1.445818901,-0.0704235,-0.7145793,0.01141213,0.6934799
1.450874329,-0.06960888,-0.7145265,0.01093874,0.6936242
1.455929279,-0.06878229,-0.7144487,0.01044156,0.6937946
1.460984707,-0.06796281,-0.7143464,0.009925431,0.6939881
1.466040135,-0.06716201,-0.7142243,0.009414812,0.6941987
1.471095562,-0.06632636,-0.7140777,0.008866466,0.6944373
1.476150513,-0.06548051,-0.7139145,0.008308638,0.6946921
1.481205940,-0.06470726,-0.7137526,0.007781268,0.6949369
1.486261368,-0.06404401,-0.7135801,0.007311391,0.6951807
1.491316319,-0.06346357,-0.7133928,0.006883976,0.6954305
1.496371746,-0.06295446,-0.7131884,0.006497212,0.6956901
1.501427174,-0.06256029,-0.7129614,0.006166238,0.6959611
1.506482601,-0.06224245,-0.712735,0.005880986,0.696224
1.511537552,-0.06198302,-0.7125033,0.005626526,0.6964864
1.516592979,-0.06178809,-0.7122719,0.005407516,0.6967421
1.521648407,-0.06160346,-0.7120469,0.005184672,0.6969901
1.526703834,-0.06138434,-0.7118144,0.004953215,0.6972485
1.531758785,-0.06121014,-0.7115816,0.00475689,0.6975027
1.536814213,-0.06104103,-0.711354,0.00457772,0.6977508
1.541869640,-0.06086908,-0.7111241,0.004406512,0.6980014
1.546924591,-0.06066465,-0.7109096,0.004223811,0.6982386
1.551980019,-0.06046578,-0.7107155,0.004042792,0.6984546
1.557035446,-0.06022519,-0.7105371,0.003844561,0.698658
1.562090874,-0.05996106,-0.710366,0.003634852,0.6988558
1.567145824,-0.05972077,-0.7101958,0.003439548,0.6990502
1.572201252,-0.05949774,-0.7100341,0.003266097,0.6992343
1.577256679,-0.05920947,-0.7098902,0.00305522,0.6994057
1.582312107,-0.05891122,-0.7097718,0.002839924,0.6995522
1.587367058,-0.05858237,-0.7096752,0.002604726,0.6996787
1.592422485,-0.05814691,-0.7095867,0.002316271,0.6998056
1.594950676,-0.05791419,-0.7095465,0.00216134,0.6998661
1.600005627,-0.05740925,-0.7094846,0.001820759,0.6999715
1.605061054,-0.0568275,-0.7094296,0.001444771,0.7000757
1.610116482,-0.05620031,-0.7093894,0.001038216,0.7001678
1.615173817,-0.0555967,-0.7093623,0.00065235,0.7002438
1.620226860,-0.05495408,-0.7093529,0.0002601853,0.7003043
1.625282288,-0.05432427,-0.7093614,-0.0001247405,0.700345
1.630337715,-0.05365468,-0.7093709,-0.0005343562,0.7003867
1.635392666,-0.05296098,-0.7093786,-0.0009800864,0.7004312
1.640448093,-0.05222197,-0.7094104,-0.001477057,0.7004535
1.645503521,-0.05143374,-0.7094437,-0.002009832,0.700477
1.650558948,-0.05066166,-0.7094947,-0.002540252,0.7004799
1.655613899,-0.04988888,-0.7095593,-0.003088387,0.7004676
1.660669327,-0.04913242,-0.7096409,-0.003645316,0.7004358
1.665724754,-0.04832409,-0.7097431,-0.004264639,0.7003849
1.670780182,-0.04747877,-0.7098531,-0.004952628,0.7003266
1.675835133,-0.04663228,-0.7099738,-0.005657936,0.7002559
1.680890560,-0.04577659,-0.7101006,-0.006372548,0.7001778
1.685945988,-0.04490164,-0.7102172,-0.007105879,0.7001091
1.691000938,-0.04401625,-0.7103499,-0.007856561,0.7000226
1.696056366,-0.04312061,-0.7104892,-0.008619146,0.699928
1.701111793,-0.04223089,-0.7106362,-0.009390204,0.6998231
1.706167221,-0.04136676,-0.7108032,-0.01015974,0.6996944
1.711222172,-0.04052923,-0.7109941,-0.01092195,0.6995379
1.716277599,-0.03978794,-0.7112083,-0.01161073,0.6993515
1.721333027,-0.03909775,-0.7114385,-0.01227156,0.6991451
1.726388454,-0.0384675,-0.7116781,-0.01291234,0.6989247
1.731443405,-0.03789742,-0.7119355,-0.01354814,0.6986814
1.736498833,-0.03729853,-0.7122115,-0.01422058,0.698419
1.741554260,-0.03667543,-0.712518,-0.01491272,0.6981248
1.746609211,-0.03605594,-0.7128462,-0.01560319,0.6978069
1.751664638,-0.0354603,-0.7131956,-0.01628352,0.6974649
1.756720066,-0.03480458,-0.7135727,-0.01699049,0.6970952
1.761775494,-0.03412407,-0.7139859,-0.01773769,0.6966869
1.766831398,-0.03338419,-0.7144293,-0.01853243,0.6962475
1.771886349,-0.03260571,-0.7149065,-0.01937499,0.6957715
1.776941776,-0.03174354,-0.7154053,-0.02029097,0.6952723
1.781997204,-0.03081692,-0.7159109,-0.02126821,0.6947642
1.787052631,-0.02980027,-0.7164306,-0.0223201,0.6942396
1.792107582,-0.02871712,-0.7169729,-0.023447,0.693688
1.797167301,-0.02758466,-0.7175356,-0.02462238,0.6931114
1.802218437,-0.02645619,-0.7181284,-0.02581301,0.6924976
1.807273865,-0.0253354,-0.7187442,-0.02698998,0.6918556
1.812328815,-0.02430519,-0.7193613,-0.02811987,0.6912059
1.817384243,-0.02331994,-0.7199869,-0.02923101,0.6905421
1.819911480,-0.02284065,-0.7202973,-0.02977839,0.6902108
1.824966907,-0.02192018,-0.720928,-0.03085868,0.6895345
1.830022335,-0.02099899,-0.7215541,-0.03194752,0.6888583
1.835077286,-0.02010823,-0.7221854,-0.03303418,0.6881717
1.840132713,-0.01923905,-0.7228044,-0.03412187,0.6874931
1.845188141,-0.01834344,-0.7234198,-0.03522001,0.6868148
1.850243568,-0.01737099,-0.7240151,-0.03634128,0.6861541
1.855298519,-0.01642799,-0.7246124,-0.03743653,0.6854875
1.860353947,-0.0154376,-0.7252265,-0.03853207,0.6848001
1.865409374,-0.01446022,-0.7258484,-0.03962424,0.6840999
1.870464802,-0.01353316,-0.7264836,-0.04066288,0.6833833
1.875519752,-0.01263747,-0.7271138,-0.04167856,0.6826685
1.880575180,-0.01172798,-0.7277449,-0.04269961,0.6819488
1.885631084,-0.01081691,-0.7283563,-0.04373167,0.6812453
1.890685558,-0.009855364,-0.7289612,-0.04479582,0.6805435
1.895741940,-0.008847283,-0.7295601,-0.04588155,0.6798428
1.900796890,-0.007783996,-0.7301453,-0.04699482,0.6791512
1.905852318,-0.006675361,-0.7307165,-0.04813968,0.6784682
1.910907745,-0.005531381,-0.7312785,-0.04932066,0.6777878
1.915962696,-0.004354973,-0.7318287,-0.05054167,0.6771123
1.921018124,-0.003131652,-0.7323647,-0.0518176,0.6764427
1.926073551,-0.00189316,-0.7328948,-0.05313784,0.6757703
1.931128979,-0.0006283637,-0.7333967,-0.05449085,0.6751202
1.936183929,0.000648051,-0.7338704,-0.05587332,0.674492
1.941239357,0.001922485,-0.7343209,-0.05726392,0.6738826
1.946294785,0.003124664,-0.7347603,-0.05862489,0.6732818
1.951350212,0.004317873,-0.7351978,-0.05997117,0.6726788
1.956409454,0.005414282,-0.7356336,-0.06126947,0.6720771
1.961460590,0.006409144,-0.7360837,-0.06251995,0.6714601
1.966516018,0.007331071,-0.7365431,-0.06372943,0.6708328
1.971570969,0.008183386,-0.7369891,-0.06489931,0.6702207
1.976626396,0.008953526,-0.7374097,-0.06602807,0.6696378
1.981681824,0.009605769,-0.737828,-0.06709632,0.6690615
1.986737251,0.01013915,-0.7382341,-0.0680865,0.6685055
1.991792202,0.01060727,-0.7386333,-0.0690226,0.6679609
1.996847630,0.01099752,-0.7390276,-0.06988216,0.6674289
2.001903057,0.01126577,-0.7394143,-0.07063474,0.6669169
2.006958485,0.01136833,-0.7397943,-0.07125857,0.6664273
2.012013435,0.01134725,-0.7401546,-0.07178812,0.6659704
2.017068863,0.01117874,-0.7405075,-0.07217497,0.6655391
2.022124290,0.01097252,-0.7408448,-0.07244699,0.6651374
2.027179718,0.01068163,-0.7411937,-0.07260545,0.6647362
2.032234669,0.01038586,-0.7415532,-0.07268789,0.6643306
2.037290096,0.01011085,-0.7419308,-0.07269763,0.6639121
2.042345524,0.009765261,-0.7423278,-0.07261017,0.663483
2.047400475,0.009409396,-0.7427357,-0.07246282,0.6630476
2.049928665,0.009251439,-0.7429386,-0.07237875,0.6628316
2.054984093,0.008988865,-0.7433432,-0.07219967,0.6624009
2.060039997,0.00881263,-0.7437444,-0.07204559,0.6619697
2.065094471,0.008707734,-0.7441227,-0.07191209,0.6615602
2.070149899,0.008654426,-0.744499,-0.07180275,0.6611494
2.075205326,0.008634391,-0.7448732,-0.07171829,0.6607372
2.080260277,0.008647243,-0.7452583,-0.07167216,0.6603075
2.085315704,0.008678838,-0.7456339,-0.07167493,0.6598827
2.090371132,0.008781211,-0.7459702,-0.07174139,0.6594939
2.095426559,0.008932733,-0.7462831,-0.071857,0.6591251
2.100481510,0.009143915,-0.7465569,-0.0720364,0.6587927
2.105536938,0.009365287,-0.7468158,-0.07226654,0.6584707
2.110592365,0.009599095,-0.7470613,-0.07256299,0.6581562
2.115647316,0.009813866,-0.7472991,-0.07292157,0.6578432
2.120702744,0.01009599,-0.74753,-0.07338315,0.6575254
2.125758171,0.01041387,-0.7477574,-0.07391545,0.6572022
2.130813599,0.01080766,-0.7479713,-0.07452874,0.6568829
2.135868549,0.0112661,-0.7481865,-0.0752114,0.6565523
2.140923977,0.01175354,-0.7484004,-0.07595231,0.6562147
2.145979404,0.01225476,-0.7486249,-0.07674029,0.6558576
2.151034832,0.01273034,-0.7488644,-0.07754216,0.6554807
2.156089783,0.01314617,-0.7491223,-0.07833657,0.6550835
