Time (s),Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (uT),Magnetometer Y (uT),Magnetometer Z (uT),Barometer (hPa)
0.884264469,4.768115,3.316947,-2.557236,0.09577089,0.8748261,-0.4372666,-13.77293,-47.40224,15.75777,1001.994
0.889274597,4.583987,3.316947,-2.312693,0.09526313,0.8777919,-0.4390806,-13.77293,-47.40224,15.75777,1001.994
0.894284248,4.399859,3.07483,-2.373829,0.09764734,0.8777352,-0.4352163,-13.77293,-47.40224,15.75777,1001.994
0.899294376,3.970228,3.256418,-2.4961,0.0937313,0.8811164,-0.4360855,-13.77293,-47.40224,15.75777,1001.994
0.904300690,3.479221,3.377477,-2.251557,0.1014363,0.884145,-0.4354174,-13.77293,-47.40224,15.75777,1001.994
0.909310818,2.926839,3.680124,-2.4961,0.1024854,0.8782939,-0.4351496,-13.77293,-47.40224,15.75777,1001.994
0.914320946,2.681335,3.619595,-2.4961,0.1025031,0.8818698,-0.4417404,-13.79324,-47.09801,16.6754,1001.994
0.919330597,2.31308,3.740653,-2.618372,0.1004512,0.8866161,-0.4372546,-13.79324,-47.09801,16.6754,1001.994
0.924340725,2.006201,3.861712,-2.4961,0.1052956,0.8836562,-0.4329971,-13.79324,-47.09801,16.6754,1001.994
0.929351330,1.822073,3.982771,-2.373829,0.1048901,0.8833341,-0.4402207,-13.79324,-47.09801,16.6754,1001.994
0.934361458,1.637946,4.16436,-2.4961,0.1047335,0.8900253,-0.4342016,-13.79324,-47.09801,16.6754,1001.994
0.939375401,1.822073,4.224889,-2.312693,0.103488,0.8783886,-0.4385,-13.79324,-47.09801,16.6754,1001.992
0.944381237,1.331066,4.16436,-2.434964,0.1062527,0.8841467,-0.432489,-13.79324,-47.09801,16.6754,1001.992
0.949390888,1.146939,4.16436,-2.06815,0.105312,0.8821812,-0.4325726,-13.79324,-47.09801,16.6754,1001.992
0.954401970,0.7786835,4.285418,-2.06815,0.1043632,0.876663,-0.4270254,-13.79324,-47.09801,16.6754,1001.992
0.959411621,0.2876766,4.10383,-1.701334,0.1071354,0.8839535,-0.423839,-13.79324,-47.09801,16.6754,1001.992
0.964421749,-0.2033302,4.345948,-1.701334,0.1052226,0.8794428,-0.4201846,-13.3814,-47.77374,15.76016,1001.992
0.969431400,-0.6943371,4.406477,-1.456791,0.1086284,0.8785167,-0.4201878,-13.3814,-47.77374,15.76016,1001.992
0.974441528,-0.6943371,4.709124,-2.251557,0.1072049,0.8740245,-0.4170085,-13.3814,-47.77374,15.76016,1001.992
0.979452133,-0.3874578,5.072301,-2.373829,0.1154889,0.8712295,-0.4175175,-13.3814,-47.77374,15.76016,1001.992
0.984462261,0.4718042,5.556536,-2.862915,0.1133431,0.85621,-0.423875,-13.3814,-47.77374,15.76016,1001.992
0.989471912,1.822073,5.556536,-3.168595,0.1190767,0.8601398,-0.4212691,-13.3814,-47.77374,15.76016,1001.992
0.994482040,2.067577,5.556536,-3.168595,0.1177774,0.8719526,-0.4054559,-13.3814,-47.77374,15.76016,1001.992
0.999492168,1.883449,5.19336,-2.924051,0.1210506,0.8777753,-0.4018402,-13.3814,-47.77374,15.76016,1001.992
1.004502773,1.57657,4.769654,-2.924051,0.1245263,0.8785315,-0.4109082,-13.3814,-47.77374,15.76016,1001.992
1.009512424,1.26969,4.588065,-2.862915,0.1235482,0.8805147,-0.412764,-13.3814,-47.77374,15.76016,1001.992
1.014522552,1.760697,4.467007,-3.046323,0.1251252,0.8757844,-0.4182146,-13.38743,-47.77961,16.21744,1001.992
1.019532203,2.374456,4.406477,-3.290866,0.1232002,0.8803307,-0.4257477,-13.38743,-47.77961,16.21744,1001.998
1.024542331,3.04959,4.224889,-3.535409,0.1160625,0.8729649,-0.4284976,-13.38743,-47.77961,16.21744,1001.998
1.029552936,3.540597,3.922242,-3.596545,0.1113277,0.873159,-0.4395862,-13.38743,-47.77961,16.21744,1001.998
1.034563064,3.908852,3.619595,-3.718817,0.1107331,0.8834881,-0.4430429,-13.38743,-47.77961,16.21744,1001.998
1.039572716,3.110966,3.135359,-3.535409,0.1072326,0.8892347,-0.4404547,-13.38743,-47.77961,16.21744,1001.998
